title,score
Resident Evil Revelations,8.5
Unstoppable Gorg,6.5
Lock 'n' Chase,8.5
Run Roo Run,8
ScaryGirl,7.5
Quick Fill Q,7
Trine 2,9
NFL Blitz,8.5
NFL Blitz,8.5
Trine 2,9
Postal III,5.5
All Zombies Must Die,6.5
Jak and Daxter Collection,9
The Simpsons: The Arcade Game,8
The Darkness II,8
Kingdoms of Amalur: Reckoning,9
The Darkness II,8
Rhythm Heaven Fever,7
Shank 2,8.5
Shank 2,8.5
Kingdoms of Amalur: Reckoning,9
All Zombies Must Die,6.5
Slingo Supreme,6
Carmen Sandiego Adventures in Math: The Big Ben Burglary,7
Cake Ninja,4
Shank 2,8.5
Kingdoms of Amalur: Reckoning,9
The Simpsons: The Arcade Game,8
Zack Zero,4
Sumioni: Demon Arts,5.5
Angry Birds Space,8.5
Kid Icarus Uprising,8.5
Rayman 3: Hoodlum Havoc HD,7
Rayman 3: Hoodlum Havoc HD,7
Sine Mora,9
Kingdoms of Amalur: Reckoning -- The Legend of Dead Kel,8
Resident Evil: Operation Raccoon City,4
Kingdoms of Amalur: Reckoning -- The Legend of Dead Kel,8
Resident Evil: Operation Raccoon City,4
Defenders of Ardania,4.5
Silent Hill HD Collection,9
Ninja Gaiden III,3
Defenders of Ardania,4.5
Dungeon Village,8
Silent Hill HD Collection,9
Ninja Gaiden III,3
FIFA Street,8
FIFA Street,8
Waves,8.5
Mass Effect Infiltrator,6.5
Microsoft Flight,5
Silent Hill: Downpour,4.5
Shoot Many Robots,4.5
Shoot Many Robots,4.5
Naruto Shippuden: Ultimate Ninja Storm Generations,8.5
Warp,8.5
Naruto Shippuden: Ultimate Ninja Storm Generations,8.5
Yakuza: Dead Souls,5
Mass Effect 3,9.5
Silent Hill: Downpour,4.5
The House of the Dead III,6.5
Ninja Gaiden Sigma Plus,8
Alan Wake,9
Rhythm Party,6.5
Dungeon Hunter: Alliance,5.5
Asphalt Injection,6
Skullgirls,8.5
I Am Alive,4.5
Legend of Grimrock,8.5
Anomaly: Warzone Earth,8
Mario Party 9,7
Ridge Racer,3
MLB 12: The Show,8
Wargame: European Escalation,8
MLB 12: The Show,8.5
Mass Effect 3,9.5
Major League Baseball 2K12,7
Mass Effect 3,9.5
I Am Alive,4.5
Mario & Sonic at the London 2012 Olympic Games,6.5
King Arthur II: The Role-Playing Wargame,6
Touch My Katamari,6
Tales of the Abyss,7
Army Corps of Hell,7
Michael Jackson: The Experience HD,6.5
Twisted Metal,9
Tekken 3D: Prime Edition,7.5
BlazBlue: Continuum Shift Extend,8.5
Diabolical Pitch,5.5
Warriors Orochi 3,8.5
The Pinball Arcade,8.5
Warriors Orochi 3,8.5
Colors! 3D,9
Xenoblade Chronicles,9
MotorStorm RC,8.5
Unit 13,7.5
Major League Baseball 2K12,7
Street Fighter x Tekken,9
Realm of the Mad God,8
Crusader Kings II,8
Street Fighter x Tekken,9
Journey,9
PokÃ©Park 2: Wonders Beyond,6.5
Nexuiz,8
ModNation Racers: Road Trip,7
Uncharted: Golden Abyss,8.5
Super Stardust Delta,9.5
Dear Esther,8
Rayman Origins,9
FIFA Soccer [PlayStation Vita edition],8
Lumines: Electronic Symphony,9
Little Deviants,6
Ultimate Marvel Vs. Capcom 3,8
Kinect: Star Wars,5.5
Total War: Shogun 2 -- Fall of The Samurai,9
Tiger Woods PGA Tour 13,6.5
Devil May Cry HD Collection,7.5
Devil May Cry HD Collection,7.5
South Park: Tenorman's Revenge,7
Metal Gear Solid 3D Snake Eater,8.5
SSX,9
Plants vs. Zombies,9
Hustle Kings,7
The Last Story,8.5
Virtua Tennis 4: World Tour Edition,7.5
SSX,9
Gotham City Impostors,7
Gettysburg: Armored Warfare,2
Rayman Origins,9.5
Tiger Woods PGA Tour 13,6.5
Armored Core V,7.5
Armored Core V,7.5
Kinect Rush: A Disney Pixar Adventure,6
Closure,8.5
Chaos Rings II,8.5
Beat Sneak Bandit,9
Dillon's Rolling Western,8
Dynasty Warriors Next,8
League of Evil 2,8
Syndicate,7.5
Binary Domain,7.5
Shinobido 2: Revenge of Zen,4.5
Binary Domain,7.5
Syndicate,7.5
Syndicate,7.5
MotorStorm RC,8.5
F1 2011,7
Warp,8.5
Asura's Wrath,7.5
Tales from Space: Mutant Blobs Attack,9
Escape Plan,8
Alan Wake's American Nightmare,8
Asura's Wrath,7.5
Hot Shots Golf: World Invitational,6.5
UEFA Euro 2012,6.5
UEFA Euro 2012,6.5
UEFA Euro 2012,6.5
Prototype 2,7
StarDrone Extreme,7.5
Bloodforge,4
Risen 2: Dark Waters,6.5
The Pinball Arcade,8.5
The Pinball Arcade,8.5
Lone Survivor,8.5
Tribes: Ascend,9
The Witcher 2: Assassins of Kings (Enhanced Edition),9
Insanely Twisted Shadow Planet,8
Max Payne,6
Disgaea 3: Absence of Detention,8.5
Trials Evolution,9
The Witcher 2: Assassins of Kings (Enhanced Edition),8.5
Sour Patch Kids: World Gone Sour,6.5
Blacklight: Retribution,8.5
Spirit Camera: The Cursed Memoir,5.5
Pandora's Tower,7
Ketzal's Corridors,9
Fez,9.5
The Splatters,8
Skullgirls,8.5
Plague Inc.,7
Batman: Arkham City -- Harley Quinn's Revenge,9
Batman: Arkham City -- Harley Quinn's Revenge,9
Alan Wake's American Nightmare,7.5
Resistance: Burning Skies,5.5
Tera: Rising,6.5
Doctor Who: The Eternity Clock,5.5
Dirt Showdown,6
Gravity Rush,7.5
Atelier Meruru: The Apprentice of Arland,6
Dirt Showdown,6
Super Monday Night Combat,7.5
Velocity,9
Tom Clancy's Ghost Recon: Future Soldier (Signature Edition),8.5
Tom Clancy's Ghost Recon: Future Soldier (Signature Edition),8.5
Tom Clancy's Ghost Recon: Future Soldier,8.5
Tom Clancy's Ghost Recon: Future Soldier,8.5
Dragon's Dogma,7.5
Sorcery,7.5
Dragon's Dogma,7.5
Sonic the Hedgehog 4: Episode II,6.5
Sonic the Hedgehog 4: Episode II,6.5
Vessel,8
Akai Katana,7
Game of Thrones,4
Mario Tennis Open,6.5
Game of Thrones,4
Orion: Dino Beatdown,2
Max Payne 3 (Special Edition),9
Max Payne 3,9
Max Payne 3,9
Sniper Elite V2,8
Diablo III,9.5
Diablo III,9.5
Sniper Elite V2,8
Max Payne 3,9
Max Payne 3 (Special Edition),9
Analogue: A Hate Story,7
Minecraft,8.5
Starhawk,9
Datura,6
A Valley Without Wind,5.5
Awesomenauts,7
Ski Safari,7
Awesomenauts,7
Mortal Kombat,8.5
Fable Heroes,5
Botanicula,9
Prototype 2,7
Sword & Sworcery EP,9
Babel Rising,5
Quantum Conundrum,8
Quantum Conundrum,8
LEGO Batman 2: DC Super Heroes,5.5
Quantum Conundrum,8
LEGO Batman 2: DC Super Heroes,5.5
Krater,5
Ratchet & Clank Collection,8.5
Ratchet & Clank Collection,8.5
Sid Meier's Civilization V: Gods & Kings,9
Sid Meier's Civilization V: Gods & Kings,9
Steel Battalion: Heavy Armor,3
LEGO Batman 2: DC Super Heroes,8
LEGO Batman 2: DC Super Heroes,8.5
LEGO Batman 2: DC Super Heroes,8.5
Pokemon Conquest,9
Lollipop Chainsaw,5
Lollipop Chainsaw,5
Sins of a Solar Empire: Rebellion,7.5
Warlock: Master of the Arcane,7.5
Dungeon Village,8
Metal Gear Solid HD Collection,9
Inversion,5.5
Inversion,5.5
Inversion,5.5
The Walking Dead: The Game -- Episode 2: Starved For Help,8.5
The Walking Dead: The Game -- Episode 2: Starved For Help,8.5
Jeremy McGrath's Offroad,7.5
The Walking Dead: The Game -- Episode 2: Starved For Help,8.5
The Walking Dead: The Game -- Episode 2: Starved For Help,8.5
The Amazing Spider-Man,7
Spec Ops: The Line,8
The Amazing Spider-Man,7
Spec Ops: The Line,8
The Amazing Spider-Man,7
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,8
Escape Goat,8
Magic: The Gathering -- Duels of the Planeswalkers 2013,8.5
Magic: The Gathering -- Duels of the Planeswalkers 2013,8.5
Magic: The Gathering -- Duels of the Planeswalkers 2012,8.5
Magic: The Gathering -- Duels of the Planeswalkers 2013,8.5
Virtua Fighter 5 Final Showdown,8.5
Magic: The Gathering -- Duels of the Planeswalkers 2013,8.5
Virtua Fighter 5 Final Showdown,8.5
Heroes of Ruin,7
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,8
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,8
Virtua Fighter 5 Final Showdown,8.5
Tiny & Big: Grandpa's Leftovers,7.5
Babel Rising,5
ORC: Vengeance,8
New Super Mario Bros. 2,8.5
MANOS: The Hands of Fate,6
The Expendables 2 Videogame,5.5
A Virus Named Tom,7
Fieldrunners 2,8.5
Deadlight,8.5
Foosball 2012,5.5
Malicious,5.5
Orcs Must Die 2,9
Foosball 2012,5.5
Art Academy: Lessons for Everyone,8
The Secret World,7
"Freakyforms: Your Creations, Alive!",6.5
Dyad,8.5
Zuma's Revenge,7
LEGO Batman 2: DC Super Heroes,8.5
NCAA Football 13,8
Endless Space,8
NCAA Football 13,8
Anna,5.5
Thomas Was Alone,8
Wreckateer,6.5
Resonance,7
Great Big War Game,9.5
Railroad Story,6
Asphalt 7: Heat,8
Tony Hawk's Pro Skater HD,8
Comedy Central's Indecision Game,7.5
Apple Jack 2,8
Fray,2
Dungeon Twister,3
Test Drive: Ferrari Racing Legends,6.5
Test Drive: Ferrari Racing Legends,6.5
Test Drive: Ferrari Racing Legends,6.5
Spelunky,9
Roller Coaster Rampage,6.5
Comedy Central's Indecision Game,7.5
Kingdom Hearts 3D: Dream Drop Distance,8.5
Rainbow Moon,8
Rainbow Moon,8
London 2012: The Official Video Game of the Olympic Games,7
Fatal Frame: Deep Crimson Butterfly,8.5
London 2012: The Official Video Game of the Olympic Games,7
The Elder Scrolls V: Skyrim -- Dawnguard,8
The Elder Scrolls V: Skyrim -- Dawnguard,8
The Elder Scrolls V: Skyrim -- Dawnguard,8
Theatrhythm Final Fantasy,8.5
Jeremy McGrath's Offroad,7.5
The Walking Dead: The Game -- Episode 2: Starved For Help,8.5
Strike Suit Zero,7.5
Final Fantasy: All The Bravest,2.5
Tokyo Crash Mobs,7.7
Ni no Kuni: Wrath of the White Witch,9.4
Marvel's The Avengers: Battle For Earth,5
Borderlands 2: Sir Hammerlock's Big Game Hunt,6.9
Borderlands 2: Sir Hammerlock's Big Game Hunt,6.9
Borderlands 2: Sir Hammerlock's Big Game Hunt,6.9
DmC: Devil May Cry,8.9
Unchained Blades,8
DmC: Devil May Cry,8.5
The Earth Defense Force 2017 Portable,7.5
007 Legends,4.2
Joe Danger,9.1
DmC: Devil May Cry,8.9
Anarchy Reigns,5.9
Anarchy Reigns,5.9
Kentucky Route Zero: Act 1,8.3
Primordia,6.8
Mutant Mudds,9.1
Infestation: Survivor Stories,3
Labyrinth Legends,7.7
Ace of Spades,5.9
Monsters Inc. Run,7.7
Brain Age: Concentration Training,7.8
Proteus,8.5
Dead Space 3,7.8
Dead Space 3,7.8
Dead Space 3,7.8
Omerta: City of Gangsters,5.2
Ikachan,7.3
Sly Cooper: Thieves in Time,8
Sly Cooper: Thieves in Time,8
Might and Magic: Clash of Heroes,8.5
Fluidity: Spin Cycle,6
Antichamber,8.6
Antichamber,8.6
Pixel People,9
Fire Emblem Awakening,9.6
Skulls of the Shogun,7
Hitman HD Trilogy,8
Banana Kong,6
Hitman HD Trilogy,8
Dungelot,8.9
Fieldrunners 2,8.1
Corpse Party: Book of Shadows,5.8
The Cave,7.9
The Cave,7.9
The Cave,7.9
Tomb Raider,9.1
Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien,9
Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien,9
Tomb Raider,9.1
Gunman Clive,8.7
Puddle,6.8
Dynasty Warriors 7: Empires,7.5
Retrovirus,6.6
Akaneiro: Demon Hunters,4.5
Crysis 3,8.5
Relic Rush,7
Crysis 3,8.5
Crysis 3,8.5
HarmoKnight,8.5
Need for Speed Most Wanted U,9
Super House of Dead Ninjas,8.3
Major League Baseball 2K13,4.5
Year Walk,8
Luigi's Mansion: Dark Moon,9.3
Atelier Ayesha: The Alchemist of Dusk,6.2
Dead Space 3: Awakened,8.2
Dead Space 3: Awakened,8.2
LEGO City: Undercover,8
Metal Gear Rising: Revengeance,8.5
Metal Gear Rising: Revengeance,8.5
Fist of the North Star: Ken's Rage 2,3.7
Bientot L'ete,7
Bientot L'ete,7
Special Forces: Team X,4.5
Special Forces: Team X,4.5
Let's Fish! Hooked On,3.4
Dungeonland,4.6
The Walking Dead: Survival Instinct,4.5
BioShock Infinite,9.5
BioShock Infinite,9.4
The Walking Dead: Survival Instinct,4.5
The Walking Dead: Survival Instinct,4.5
The Walking Dead: Survival Instinct,4.5
BioShock Infinite,9.4
Naruto Shippuden: Ultimate Ninja Storm 3,8.6
God of War: Ascension,7.8
Ridiculous Fishing: A Tale of Redemption,8
The Banner Saga: Factions,7.8
SimCity,7
Dollar Dash,4.8
Mass Effect 3: Citadel,9.1
Naruto: Powerful Shippuden,8
Dollar Dash,4.8
Mass Effect 3: Citadel,9.1
Aliens: Colonial Marines,4.5
Aliens: Colonial Marines,5
Aliens: Colonial Marines,4.5
Naruto Shippuden: Ultimate Ninja Storm 3,8.6
Sonic Dash,6.1
Sonic Dash,6.1
StarCraft II: Heart of the Swarm,8.6
Sniper: Ghost Warrior 2,5
Super Stickman Golf 2,8.2
The Showdown Effect,6
Mass Effect 3: Citadel,9.1
MLB 13: The Show,7.6
Castlevania: Lords of Shadow -- Mirror of Fate,4.7
MLB 13: The Show,8.8
Ninja Gaiden Sigma 2 Plus,6
Etrian Odyssey IV: Legends of the Titan,9
Real Racing 3,9.1
March of the Eagles,7.9
Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien,9
Defiance,5.9
Dishonored: The Knife of Dunwall,7.5
Dishonored: The Knife of Dunwall,7.5
Injustice: Gods Among Us,8.2
Injustice: Gods Among Us,8.2
Devil Summoner: Soul Hackers,7.8
Gears of War: Judgment,9.2
Monster Hunter 3 Ultimate,8.8
Monster Hunter 3 Ultimate,8.8
Dead Space 3: Awakened,8.2
Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien,9
Tomb Raider,9.1
Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien,9
Cities in Motion 2,7.5
Atelier Totori Plus: The Adventurer of Arland,7.8
Guacamelee!,9
Guacamelee!,9
Toki Tori 2,8
Terraria,9
BattleBlock Theater,7.8
Terraria,9
Tiger Woods PGA Tour 14,8
Warframe,7
Tiger Woods PGA Tour 14,8
Slender: The Arrival,6.5
Hyperdimension Neptunia Victory,5.4
Army of Two: The Devil's Cartel,5
Incredipede,8.5
Darkstalkers Resurrection,8.4
Darkstalkers Resurrection,8.4
Army of Two: The Devil's Cartel,5
Incredipede,8.5
The Swapper,9.3
The Swapper,9.3
The Swapper,9.3
Impossible Road,8.4
Tomb Breaker,7.5
Star Wars Knights of the Old Republic,8.8
Fez,9.5
Fez,9.5
Robot Unicorn Attack 2,7.9
Guilty Gear XX Accent Core Plus R,7.9
Telltale Games' Poker Night 2,7.5
Telltale Games' Poker Night 2,7.5
Dust 514,5.8
Ratchet & Clank: Full Frontal Assault,5.7
Grid 2,8
Grid 2,8
Grid 2,8
Fallen Enchantress: Legendary Heroes,8
Fuse,6.5
Fuse,6.5
Iron Man 3: The Official Game,6.6
Soul Sacrifice,7.7
Sacred Citadel,5.9
Far Cry 3: Blood Dragon,8
Far Cry 3: Blood Dragon,8
Far Cry 3: Blood Dragon,8
Telltale Games' Poker Night 2,7.5
Dragon's Dogma: Dark Arisen,7.9
Sacred Citadel,5.9
Thunder Wolves,6.7
Fast & Furious: Showdown,2.5
Fast & Furious: Showdown,2.5
Call of Juarez: Gunslinger,7.5
Call of Juarez: Gunslinger,7.5
Call of Juarez: Gunslinger,7.5
Reus,6.8
Resident Evil Revelations,7.5
Dragon's Dogma: Dark Arisen,7.9
The Other Brothers,5.6
Star Trek: The Game,4.2
Star Trek: The Game,4.2
Star Trek: The Game,4.2
Teenage Mutant Ninja Turtles: Rooftop Run,6.8
Fish Out of Water,6.9
Deadly Premonition: The Director's Cut,7
Dillon's Rolling Western: The Last Ranger,6.7
LEGO City Undercover: The Chase Begins,6.3
Monaco,9
Monaco,9
Assassin's Creed III -- The Tyranny of King Washington,6.8
Assassin's Creed III -- The Tyranny of King Washington,6.8
Donkey Kong Country Returns 3D,8.9
Anomaly 2,8
Sanctum 2,8.5
Sanctum 2,8.5
Resident Evil Revelations,7.5
Resident Evil Revelations,7.5
Resident Evil Revelations,7.5
The Sushi Spinnery,7.4
Dungeon Hunter 4,5.5
Assassin's Creed III -- The Tyranny of King Washington,6.8
God Mode,6.7
Mr. Crab,7.8
Assassin's Creed III -- The Tyranny of King Washington,6.8
God Mode,6.7
Dead Island Riptide,7.2
Dead Island Riptide,7.2
Dead Island Riptide,7.2
Surgeon Simulator 2013,7.8
Metro: Last Light,7.7
Mario and Donkey Kong: Minis on the Move,7
LEGO Star Wars: The Yoda Chronicles,3
Zoombies: Animales de la Muerte,7.5
Metro: Last Light,7.2
Metro: Last Light,7.2
StarDrive,4.5
Leviathan: Warships,7.7
Thomas Was Alone,8
Thomas Was Alone,8
Star Wars: The Old Republic -- Rise of the Hutt Cartel,7.6
Star Wars: The Old Republic,9
Papo & Yo,4
Motocross Madness,8.4
ShootMania Storm,7.8
Defiance,5.5
Defiance,5.2
Zombie Tycoon 2: Brainhov's Revenge,4.9
Zombie Tycoon 2: Brainhov's Revenge,4.9
Sorcery!,8.8
Star Command,6.7
Paper Titans,8.2
Gun Commando,7.3
Age of Wushu,7
The House of the Dead: Overkill -- The Lost Reels,7.7
Mars: War Logs,5.3
Defiance,5.9
Mittens,6.2
Zeno Clash II,6.4
Fez,9.5
Fez,9.5
Plants vs. Zombies 2,8.7
Legends of Dawn,2.8
Pacific Rim,5.3
Storm,4
Limbo,9
Mario & Luigi: Dream Team,8
Man of Steel HD,6
Man of Steel,6
Mutant Mudds Deluxe,8
Mutant Mudds Deluxe,8
Mutant Mudds Deluxe,8
Dark,4
Dark,4
Time and Eternity,5.6
The Walking Dead: 400 Days,8.9
The Walking Dead: 400 Days,8.9
The Walking Dead: 400 Days,8.9
The Walking Dead: 400 Days,8.9
Magic: The Gathering -- Duels of the Planeswalkers 2014,8.1
Deus Ex: The Fall,8.2
Deus Ex: The Fall,8.2
Leisure Suit Larry Reloaded,4.1
Shin Megami Tensei IV,8.5
Kentucky Route Zero: Act 2,9.1
Kentucky Route Zero: Act 2,9.1
Kentucky Route Zero: Act 2,9.1
Sid Meier's Civilization V: Brave New World,9.4
Sid Meier's Civilization V: Brave New World,9.4
Deadpool,6
Deadpool,6
Borderlands 2: Tiny Tina's Assault on Dragon Keep,9.2
XCOM: Enemy Unknown,8.5
Muramasa Rebirth,8
Marvel Heroes,5.7
Magic: The Gathering -- Duels of the Planeswalkers 2014,8.1
Magic: The Gathering -- Duels of the Planeswalkers 2014,8.1
Magic: The Gathering -- Duels of the Planeswalkers 2014,8.1
Magic: The Gathering -- Duels of the Planeswalkers 2014,8.1
New Super Luigi U (Nintendo eShop Edition),7.3
New Super Luigi U,7.3
Red Orchestra 2: Rising Storm,8.3
Cloudberry Kingdom,7.4
PixelJunk Monsters: Ultimate HD,9
Jak and Daxter Collection,6.8
Stealth Inc.: A Clone in the Dark,9.2
Stealth Inc.: A Clone in the Dark,9.2
Rogue Legacy,9
NCAA Football 14,7.4
NCAA Football 14,7.4
Game & Wario,5.1
Gunpoint,9
The Night of the Rabbit,7.9
The Night of the Rabbit,7.9
The Incredible Adventures of Van Helsing,7
The Incredible Adventures of Van Helsing,7
Wargame: AirLand Battle,8.4
The Wonderful 101,7.4
Disney Infinity -- PC Game,8.7
Disney Infinity,8.7
Disney Infinity,8.7
Disney Infinity,8.7
Disney Infinity,8.7
Dungeons & Dragons: Chronicles of Mystara,8.3
Dungeons & Dragons: Chronicles of Mystara,8.3
Dungeons & Dragons: Chronicles of Mystara,8.3
Dungeons & Dragons: Chronicles of Mystara,8.3
World War Z,5.3
Penny Arcade's On the Rain-slick Precipice of Darkness 4,6
Penny Arcade's On the Rain-slick Precipice of Darkness 4,6
Project X Zone,8
Disney Epic Mickey 2: The Power of Two,6.2
Rogue Legacy,9
Rogue Legacy,9
Rogue Legacy,9
Attack of the Friday Monsters: A Tokyo Tale,6.2
Shadowrun Returns,7.3
EarthBound,9
The Denpa Men 2: Beyond the Waves,7.9
The Last of Us,10
State of Decay,8.9
Gravity Guy 2,7
Animal Crossing: New Leaf,9.6
CastleStorm,8
CastleStorm,8
The Starship Damrey,5.3
Remember Me,5.9
Gone Home,9.5
Gone Home,9.5
Gone Home,9.5
Gone Home,9.5
Gone Home,9.5
Europa Universalis IV,8.9
Europa Universalis IV,8.9
Tom Clancy's Splinter Cell: Blacklist,9.2
Tom Clancy's Splinter Cell: Blacklist,9.2
Neverwinter,6.8
Company of Heroes 2,8.4
Magrunner: Dark Pulse,6.8
Deadpool,6
Dota 2,9.4
R.I.P.D.: The Game,4.5
Sine Mora,4.9
Velocity Ultra,8.4
Velocity Ultra,8.4
Velocity Ultra,8.4
Pikmin 3,8.8
Dynasty Warriors 8,8.7
Dynasty Warriors 8,8.7
Remember Me,5.9
Sniper Elite V2,7
The Swapper,9.3
The Legend of Zelda: The Wind Waker HD,9.8
The Legend of Zelda: The Wind Waker HD (Nintendo eShop Edition),9.8
Grand Theft Auto V,10
Grand Theft Auto V,10
Space Hulk,6.7
Guncraft,6.4
Killer is Dead,5
Killer is Dead,5
Lost Planet 3,6.2
Lost Planet 3,6.2
Tom Clancy's Splinter Cell: Blacklist,9.2
Tom Clancy's Splinter Cell: Blacklist,9.2
Saints Row IV,7.3
Saints Row IV,7.3
Saints Row IV,7.3
Dishonored: The Brigmore Witches,7.5
Dishonored: The Brigmore Witches,7.5
Dishonored: The Brigmore Witches,7.5
PayDay 2,8
StreetPass Monster Manor,7.9
StreetPass Warrior's Way,7
StreetPass Flower Town,5
StreetPass Mii Force,8.5
Call of Duty: Strike Team,6
Final Fantasy XIV Online: A Realm Reborn,8.6
Final Fantasy XIV Online: A Realm Reborn,8.6
Final Fantasy XIV Online: A Realm Reborn,8.6
Kingdom Hearts HD 1.5 ReMIX,8.5
Amnesia: A Machine for Pigs,8.3
Lost Planet 3,6.2
Teleglitch: Die More Edition,7.8
Teleglitch: Die More Edition,7.8
Teleglitch: Die More Edition,7.8
Rayman Legends,9.5
Rayman Legends,9.5
Rayman Legends,9.5
Rayman Legends,9.5
Rayman Legends,9.5
PayDay 2,8
Diablo III,9
Diablo III,9
Total War: Rome II,8.8
NHL 14,8.3
NHL 14,8.3
Puppeteer,8.5
Rayman Legends,9.5
Madden NFL 25,8.5
Madden NFL 25,8.5
Flashback,5.8
Flashback,5.8
Flashback,5.8
Charlie Murder,7
The Bureau: XCOM Declassified,5.5
PayDay 2,8
"Papers, Please",8.7
DuckTales Remastered,7
DuckTales Remastered,7
DuckTales Remastered,7
Divekick,7
Divekick,7
Divekick,7
Killzone: Mercenary,8
Outlast,7.8
Outlast,7.8
Castle of Illusion Starring Mickey Mouse,6.7
The Bureau: XCOM Declassified,5.5
The Bureau: XCOM Declassified,5.5
Guacamelee!,9.1
Ibb & Obb,8.3
Divinity: Dragon Commander,7.8
Spelunky,9
Brothers: A Tale of Two Sons,8.2
Brothers: A Tale of Two Sons,8.2
Brothers: A Tale of Two Sons,8.2
Rise of the Triad,4.3
Tales of Xillia,8
Castle of Illusion Starring Mickey Mouse,6.7
Teenage Mutant Ninja Turtles: Out of the Shadows,6.1
Dragon's Crown,8.5
Dragon's Crown,8.5
Halo: Spartan Assault,6.7
Halo: Spartan Assault,6.7
Halo: Spartan Assault,6.7
The Raven: Legacy of a Master Thief Chapter I: The Eye of the Sphinx,9
The Raven: Legacy of a Master Thief Chapter I: The Eye of the Sphinx,9
The Raven: Legacy of a Master Thief Chapter I: The Eye of the Sphinx,9
The Raven: Legacy of a Master Thief Chapter I: The Eye of the Sphinx,9
The Raven: Legacy of a Master Thief Chapter I: The Eye of the Sphinx,9
Cloudberry Kingdom,7.4
Just Dance 2014,7.7
The Wolf Among Us: Episode 1 -- Faith,9
The Wolf Among Us: Episode 1 -- Faith,9
The Wolf Among Us: Episode 1 -- Faith,9
The Wolf Among Us: Episode 1 -- Faith,9
Dead Man's Draw,6.2
Dragon's Prophet,5.1
Beyond: Two Souls,6
Lone Survivor (Directorâ€™s Cut),8.6
The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies,5.5
The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies,5.5
The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies,5.5
The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies,5.5
The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies,5.5
Armored Core: Verdict Day,7.6
Rain,7
Disgaea D2: A Brighter Darkness,9.1
MechWarrior Online,7.3
Pokemon Y,9
Pokemon X,9
F1 2013,8
F1 2013,8
F1 2013,8
Alien Rage,4.4
Dragon Fantasy Book II,3
Dragon Fantasy Book II,3
Shadow Warrior,8.6
Carnivores: Dinosaur Hunter HD,4
Warhammer Quest,7.5
NBA 2K14,9.3
NBA 2K14,9.3
Scribblenauts Unmasked: A DC Comics Adventure,9.1
Scribblenauts Unmasked: A DC Comics Adventure,9.1
Scribblenauts Unmasked: A DC Comics Adventure,9.1
Etrian Odyssey Untold: The Millennium Girl,8.5
FIFA 14,9
Guardians of Middle-earth,7.9
Takedown: Red Sabre,4
FIFA 14,9
Narco Terror,6.5
Narco Terror,6.5
ArmA III,7
Pro Evolution Soccer 2014,8.4
Pro Evolution Soccer 2014,8.4
LEGO Marvel Super Heroes,9
LEGO Marvel Super Heroes,9
LEGO Marvel Super Heroes,9
LEGO Marvel Super Heroes,9
LEGO Marvel Super Heroes,9
LEGO Marvel Super Heroes,9
XCOM: Enemy Within,9
XCOM: Enemy Within -- Commander Edition,9
Path of Exile,8.8
Mario & Sonic at the Sochi 2014 Olympic Winter Games,4.5
Rayman Fiesta Run,8.9
Call of Duty: Ghosts,8.8
Pro Evolution Soccer 2014,8.4
Infinity Blade III,9.1
SteamWorld Dig,9.5
SteamWorld Dig,9.5
SteamWorld Dig,9.5
SteamWorld Dig,9.5
The Pinball Arcade,9
Dead Rising 3,8.3
Powerstar Golf,7
Crimson Dragon,5.9
LocoCycle,6.4
Killer Instinct,8.4
Deus Ex: Human Revolution -- Director's Cut,8.3
Rune Factory 4,8
The Stanley Parable,8.8
The Stanley Parable,8.8
Sonic: Lost World,5.8
Glare,7.1
Knock-Knock,6.2
140,8
Soundodger,7.3
Call of Duty: Ghosts,8.8
Call of Duty: Ghosts,8.8
Call of Duty: Ghosts,8.8
Call of Duty: Ghosts,8.8
Call of Duty: Ghosts,8.8
Hometown Story,5
SpongeBob SquarePants: Plankton's Robotic Revenge,3.5
Madden NFL 25,7.6
Madden NFL 25,7.6
The Legend of Zelda: A Link Between Worlds,9.4
Killzone: Shadow Fall,8
Knack,5.9
Resogun,9
Contrast,7.5
Contrast,7.5
Flower,9.5
Skylanders Swap Force,8.2
Skylanders Swap Force,8.2
Skylanders Swap Force,8.2
Skylanders Swap Force,8.2
Skylanders Swap Force,7.1
Legends of Aethereus,4.7
Marvel Puzzle Quest: Dark Reign,9.1
Just Dance 2014,7.9
Football Manager 2014,8
Football Manager 2014,8
Football Manager 2014,8
Nickelodeon's Teenage Mutant Ninja Turtles,5
Assassin's Creed IV: Black Flag,8.5
Assassin's Creed IV: Black Flag,8.5
Assassin's Creed IV: Black Flag,8.5
Assassin's Creed IV: Black Flag,8.5
Deadfall Adventures,4
Chivalry: Deadliest Warrior,8.1
Battlefield 4,8.5
